mean,std,rms,peak_to_peak,zero_crossing_rate,kurtosis,skewness,line_length,total_power,delta_power,theta_power,alpha_power,beta_power,gamma_power,theta_beta_ratio,alpha_total_ratio,sample_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,label
4.39885226873459,38.65695589138674,38.90642800451837,240.13261893860732,0.07421875,1.1614773427077303,0.25106776419744586,3356.6951215105146,1219.5321342632292,353.7505028629588,211.11315457496,446.73236230592903,97.48372121230507,15.506583713615216,2.1656247007147673,0.3663145478128946,0.5901936514430524,1494.3602387886197,0.21087629825549997,2.304917198482816,1
-3.339509546539892,41.98166704244284,42.11428132681315,282.51713828155346,0.068359375,1.9911367602234762,0.7238438263005873,3224.0630587666856,1673.4990954066047,755.7362103950413,226.2447142443362,481.01127916807195,101.91998956705004,14.929802794146315,2.219826701370458,0.2874284667905376,0.5620237167375646,1762.4603676625313,0.1923449720780882,2.5514247993731316,1
1.1632196308274079,41.87342163393777,41.88957530511701,258.3707733580246,0.052734375,1.5685725457500475,0.8368756858802837,3370.537634681783,1699.4924342023814,811.710806526929,220.74974700874463,421.3732232405005,102.94354832182854,14.968734723856722,2.1443767055573315,0.24794062907273992,0.5627089519635037,1753.3834393335271,0.2020075553970761,2.370859192284214,1
0.7832387635472147,35.44847436109813,35.45712618769539,174.17129718983577,0.072265625,-0.58504411879106,0.0584925318792315,3514.2182382595447,1281.9210197428988,495.8923771995874,212.88336986259625,404.6644296271498,96.36210300984771,15.104311576127103,2.20920219892711,0.31567032866682304,0.6437360561402404,1256.5943345294313,0.24565411833203063,2.1192686362875137,1
-1.2202633994624954,33.942022793849574,33.96395080231792,183.52943728440061,0.08203125,-0.021670054325797494,0.31149434664406733,3460.2138967938536,1345.8736482103532,491.19702999491585,223.18510181055677,443.8371539425301,95.24914380253666,21.09503401453075,2.343171737829447,0.3297762420214655,0.6227259502607673,1152.060911338204,0.24984708562213434,2.2725450747335567,0
1.8078933037123144,33.18773919154252,33.23694496856555,180.68150879965046,0.07421875,0.2672456683933202,0.46903183862762693,3298.0287725196836,1252.7699566818937,379.1036102075764,218.59436136765336,469.7040522966412,101.93604533973382,14.665222385809043,2.1444265435167624,0.37493240462176053,0.6438616310028663,1101.4260326458475,0.24216590304680158,2.193920001110466,0
1.5629567930183783,37.308881309309925,37.34160492652958,229.7390658931718,0.078125,0.706918082717658,0.04448682655663812,3383.510310117148,1153.0626175246848,327.4675388190873,215.6048826150546,435.0892474653721,100.14256098280887,15.1282941177884,2.1529795173908797,0.3773335817610597,0.5940442187243795,1391.9526245521756,0.2256627995787672,2.1486652733010208,0
-2.673585023262846,37.779544348573076,37.87402841080436,229.7390658931718,0.078125,0.5074573757579777,0.04100306934324671,3538.645693848261,1120.037349225842,340.6225230738616,209.41490058101917,406.21681733842644,97.85732767231438,18.443102035056324,2.140002241653963,0.36268149237987396,0.6226394441743236,1427.2939711857998,0.23398277973561174,2.368189746160875,0
-0.2531241558584676,34.24206929549947,34.24300485465706,184.11874769943614,0.07421875,-0.08203142461275625,-0.2448319099378224,3524.877616674892,1226.7945339282833,396.00585647064224,223.00561575027325,444.63260344556494,97.42864516926073,15.985798936787285,2.2889122122436403,0.3624344510419522,0.6479833802495109,1172.5193096377875,0.24886266670494037,2.2558766526750476,1
1.0745472508578708,33.64207832971315,33.65923478240231,180.82141469558923,0.078125,0.608294172374388,-0.38452066918124467,3314.588943788049,1349.009812261967,479.31207526120534,222.69946648026928,474.53758029308995,100.44585493968802,14.590849929710465,2.2171095722564913,0.3517673303631527,0.6118243649130505,1131.7894343425553,0.23909959394631553,2.073029153846922,1
-1.5216301898667606,34.192896134029084,34.22673669030127,198.43999860134966,0.072265625,0.08222148895539316,-0.061308606220761855,3251.3778155558953,1302.1431968533475,463.6349972944821,220.79819805812343,433.52831316740753,103.11495772667887,15.396135562359639,2.1412819529382054,0.33293443779074106,0.5990865709397645,1169.154146032501,0.23831901495004365,2.0486661972626363,1
